login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,site_admin,name,company,blog,location,email,hireable,bio,public_repos,public_gists,followers,following,created_at,updated_at
harvardartmuseums,4006872,MDEyOk9yZ2FuaXphdGlvbjQwMDY4NzI=,https://avatars1.githubusercontent.com/u/4006872?v=4,,https://api.github.com/users/harvardartmuseums,https://github.com/harvardartmuseums,https://api.github.com/users/harvardartmuseums/followers,https://api.github.com/users/harvardartmuseums/following{/other_user},https://api.github.com/users/harvardartmuseums/gists{/gist_id},https://api.github.com/users/harvardartmuseums/starred{/owner}{/repo},https://api.github.com/users/harvardartmuseums/subscriptions,https://api.github.com/users/harvardartmuseums/orgs,https://api.github.com/users/harvardartmuseums/repos,https://api.github.com/users/harvardartmuseums/events{/privacy},https://api.github.com/users/harvardartmuseums/received_events,Organization,false,Harvard Art Museums,,https://www.harvardartmuseums.org/,"Cambridge, MA",,,,47,0,0,0,2013-03-29T16:14:31Z,2018-09-20T22:32:24Z
HighMuseum,17727835,MDEyOk9yZ2FuaXphdGlvbjE3NzI3ODM1,https://avatars3.githubusercontent.com/u/17727835?v=4,,https://api.github.com/users/HighMuseum,https://github.com/HighMuseum,https://api.github.com/users/HighMuseum/followers,https://api.github.com/users/HighMuseum/following{/other_user},https://api.github.com/users/HighMuseum/gists{/gist_id},https://api.github.com/users/HighMuseum/starred{/owner}{/repo},https://api.github.com/users/HighMuseum/subscriptions,https://api.github.com/users/HighMuseum/orgs,https://api.github.com/users/HighMuseum/repos,https://api.github.com/users/HighMuseum/events{/privacy},https://api.github.com/users/HighMuseum/received_events,Organization,false,High Museum of Art,,http://high.org,"Atlanta, GA",,,,0,0,0,0,2016-03-08T16:39:47Z,2018-09-28T15:42:51Z
HistoricNE,15876163,MDEyOk9yZ2FuaXphdGlvbjE1ODc2MTYz,https://avatars2.githubusercontent.com/u/15876163?v=4,,https://api.github.com/users/HistoricNE,https://github.com/HistoricNE,https://api.github.com/users/HistoricNE/followers,https://api.github.com/users/HistoricNE/following{/other_user},https://api.github.com/users/HistoricNE/gists{/gist_id},https://api.github.com/users/HistoricNE/starred{/owner}{/repo},https://api.github.com/users/HistoricNE/subscriptions,https://api.github.com/users/HistoricNE/orgs,https://api.github.com/users/HistoricNE/repos,https://api.github.com/users/HistoricNE/events{/privacy},https://api.github.com/users/HistoricNE/received_events,Organization,false,Historic New England,,http://www.historicnewengland.org,"Massachusetts, USA",itteam@historicnewengland.org,,We serve the public by preserving and presenting New England heritage.,0,0,0,0,2015-11-16T18:18:30Z,2018-09-18T15:13:40Z
icamiami,28985575,MDEyOk9yZ2FuaXphdGlvbjI4OTg1NTc1,https://avatars3.githubusercontent.com/u/28985575?v=4,,https://api.github.com/users/icamiami,https://github.com/icamiami,https://api.github.com/users/icamiami/followers,https://api.github.com/users/icamiami/following{/other_user},https://api.github.com/users/icamiami/gists{/gist_id},https://api.github.com/users/icamiami/starred{/owner}{/repo},https://api.github.com/users/icamiami/subscriptions,https://api.github.com/users/icamiami/orgs,https://api.github.com/users/icamiami/repos,https://api.github.com/users/icamiami/events{/privacy},https://api.github.com/users/icamiami/received_events,Organization,false,"Institute of Contemporary Art, Miami",,http://www.icamiami.org,,hello@icamiami.org,,,0,0,0,0,2017-05-26T16:09:55Z,2018-08-08T22:09:54Z
thegetty,20714331,MDEyOk9yZ2FuaXphdGlvbjIwNzE0MzMx,https://avatars0.githubusercontent.com/u/20714331?v=4,,https://api.github.com/users/thegetty,https://github.com/thegetty,https://api.github.com/users/thegetty/followers,https://api.github.com/users/thegetty/following{/other_user},https://api.github.com/users/thegetty/gists{/gist_id},https://api.github.com/users/thegetty/starred{/owner}{/repo},https://api.github.com/users/thegetty/subscriptions,https://api.github.com/users/thegetty/orgs,https://api.github.com/users/thegetty/repos,https://api.github.com/users/thegetty/events{/privacy},https://api.github.com/users/thegetty/received_events,Organization,false,The Getty,,https://www.getty.edu,"Los Angeles, California",,,"The J Paul Getty Trust is a cultural and philanthropic institution dedicated to the presentation, conservation and interpretation of the world’s artistic legacy",24,0,0,0,2016-07-29T00:31:07Z,2018-08-09T03:25:20Z
thejewishmuseum,19846298,MDQ6VXNlcjE5ODQ2Mjk4,https://avatars1.githubusercontent.com/u/19846298?v=4,,https://api.github.com/users/thejewishmuseum,https://github.com/thejewishmuseum,https://api.github.com/users/thejewishmuseum/followers,https://api.github.com/users/thejewishmuseum/following{/other_user},https://api.github.com/users/thejewishmuseum/gists{/gist_id},https://api.github.com/users/thejewishmuseum/starred{/owner}{/repo},https://api.github.com/users/thejewishmuseum/subscriptions,https://api.github.com/users/thejewishmuseum/orgs,https://api.github.com/users/thejewishmuseum/repos,https://api.github.com/users/thejewishmuseum/events{/privacy},https://api.github.com/users/thejewishmuseum/received_events,User,false,The Jewish Museum,,TheJewishMuseum.org,"New York, NY",,,An art museum in New York City at the intersection of art and Jewish culture for people of all backgrounds.,0,0,0,0,2016-06-09T21:15:39Z,2018-06-05T19:16:06Z
lbmaorg,21262981,MDEyOk9yZ2FuaXphdGlvbjIxMjYyOTgx,https://avatars3.githubusercontent.com/u/21262981?v=4,,https://api.github.com/users/lbmaorg,https://github.com/lbmaorg,https://api.github.com/users/lbmaorg/followers,https://api.github.com/users/lbmaorg/following{/other_user},https://api.github.com/users/lbmaorg/gists{/gist_id},https://api.github.com/users/lbmaorg/starred{/owner}{/repo},https://api.github.com/users/lbmaorg/subscriptions,https://api.github.com/users/lbmaorg/orgs,https://api.github.com/users/lbmaorg/repos,https://api.github.com/users/lbmaorg/events{/privacy},https://api.github.com/users/lbmaorg/received_events,Organization,false,Long Beach Museum of Art,,http://www.lbma.org,,,,Long Beach Museum of Art Website Theme,2,0,0,0,2016-08-26T13:45:49Z,2016-08-26T22:24:15Z
tenementmuseum,10088598,MDEyOk9yZ2FuaXphdGlvbjEwMDg4NTk4,https://avatars0.githubusercontent.com/u/10088598?v=4,,https://api.github.com/users/tenementmuseum,https://github.com/tenementmuseum,https://api.github.com/users/tenementmuseum/followers,https://api.github.com/users/tenementmuseum/following{/other_user},https://api.github.com/users/tenementmuseum/gists{/gist_id},https://api.github.com/users/tenementmuseum/starred{/owner}{/repo},https://api.github.com/users/tenementmuseum/subscriptions,https://api.github.com/users/tenementmuseum/orgs,https://api.github.com/users/tenementmuseum/repos,https://api.github.com/users/tenementmuseum/events{/privacy},https://api.github.com/users/tenementmuseum/received_events,Organization,false,Tenement Museum,,,,,,,0,0,0,0,2014-12-05T15:05:02Z,2018-01-12T09:33:10Z
LACMA,30486841,MDEyOk9yZ2FuaXphdGlvbjMwNDg2ODQx,https://avatars0.githubusercontent.com/u/30486841?v=4,,https://api.github.com/users/LACMA,https://github.com/LACMA,https://api.github.com/users/LACMA/followers,https://api.github.com/users/LACMA/following{/other_user},https://api.github.com/users/LACMA/gists{/gist_id},https://api.github.com/users/LACMA/starred{/owner}{/repo},https://api.github.com/users/LACMA/subscriptions,https://api.github.com/users/LACMA/orgs,https://api.github.com/users/LACMA/repos,https://api.github.com/users/LACMA/events{/privacy},https://api.github.com/users/LACMA/received_events,Organization,false,LACMA,,http://www.lacma.org/,"Los Angeles, CA",,,Los Angeles County Museum of Art,0,0,0,0,2017-07-27T03:38:40Z,2018-09-28T16:18:32Z
marinersmuseum,6888977,MDEyOk9yZ2FuaXphdGlvbjY4ODg5Nzc=,https://avatars2.githubusercontent.com/u/6888977?v=4,,https://api.github.com/users/marinersmuseum,https://github.com/marinersmuseum,https://api.github.com/users/marinersmuseum/followers,https://api.github.com/users/marinersmuseum/following{/other_user},https://api.github.com/users/marinersmuseum/gists{/gist_id},https://api.github.com/users/marinersmuseum/starred{/owner}{/repo},https://api.github.com/users/marinersmuseum/subscriptions,https://api.github.com/users/marinersmuseum/orgs,https://api.github.com/users/marinersmuseum/repos,https://api.github.com/users/marinersmuseum/events{/privacy},https://api.github.com/users/marinersmuseum/received_events,Organization,false,The Mariners' Museum and Park,,http://www.marinersmuseum.org,"Newport News, Virginia, USA",webmaster@marinersmuseum.org,,America's National Maritime Museum,6,0,0,0,2014-03-08T02:56:46Z,2015-08-20T02:03:23Z
metmuseum-medialab,1678919,MDEyOk9yZ2FuaXphdGlvbjE2Nzg5MTk=,https://avatars3.githubusercontent.com/u/1678919?v=4,,https://api.github.com/users/metmuseum-medialab,https://github.com/metmuseum-medialab,https://api.github.com/users/metmuseum-medialab/followers,https://api.github.com/users/metmuseum-medialab/following{/other_user},https://api.github.com/users/metmuseum-medialab/gists{/gist_id},https://api.github.com/users/metmuseum-medialab/starred{/owner}{/repo},https://api.github.com/users/metmuseum-medialab/subscriptions,https://api.github.com/users/metmuseum-medialab/orgs,https://api.github.com/users/metmuseum-medialab/repos,https://api.github.com/users/metmuseum-medialab/events{/privacy},https://api.github.com/users/metmuseum-medialab/received_events,Organization,false,Met Media Lab,,metmuseum.org/medialab,"1000 Fifth Avenue, Manhattan, NY 10028",medialab@metmuseum.org,,"The MediaLab is an R & D hub at The Met that explores, probes, pilots and prototypes emerging technologies within the Museum context.",40,0,0,0,2012-04-25T15:33:45Z,2016-08-10T10:07:37Z
MetMuseumofArt,3781327,MDEyOk9yZ2FuaXphdGlvbjM3ODEzMjc=,https://avatars3.githubusercontent.com/u/3781327?v=4,,https://api.github.com/users/MetMuseumofArt,https://github.com/MetMuseumofArt,https://api.github.com/users/MetMuseumofArt/followers,https://api.github.com/users/MetMuseumofArt/following{/other_user},https://api.github.com/users/MetMuseumofArt/gists{/gist_id},https://api.github.com/users/MetMuseumofArt/starred{/owner}{/repo},https://api.github.com/users/MetMuseumofArt/subscriptions,https://api.github.com/users/MetMuseumofArt/orgs,https://api.github.com/users/MetMuseumofArt/repos,https://api.github.com/users/MetMuseumofArt/events{/privacy},https://api.github.com/users/MetMuseumofArt/received_events,Organization,false,Metropolitan Museum of Art,,,"New York, NY",,,,0,0,0,0,2013-03-05T23:02:45Z,2018-08-01T23:02:28Z
artsmia,3443058,MDEyOk9yZ2FuaXphdGlvbjM0NDMwNTg=,https://avatars1.githubusercontent.com/u/3443058?v=4,,https://api.github.com/users/artsmia,https://github.com/artsmia,https://api.github.com/users/artsmia/followers,https://api.github.com/users/artsmia/following{/other_user},https://api.github.com/users/artsmia/gists{/gist_id},https://api.github.com/users/artsmia/starred{/owner}{/repo},https://api.github.com/users/artsmia/subscriptions,https://api.github.com/users/artsmia/orgs,https://api.github.com/users/artsmia/repos,https://api.github.com/users/artsmia/events{/privacy},https://api.github.com/users/artsmia/received_events,Organization,false,Minneapolis Institute of Art,,http://artsmia.org,,,,"""Inspiring wonder through the power of art"". Museum in Minneapolis, Minnesota USA.",73,0,0,0,2013-01-31T22:47:18Z,2018-09-24T15:20:51Z
monticello-railway-museum,7809297,MDEyOk9yZ2FuaXphdGlvbjc4MDkyOTc=,https://avatars2.githubusercontent.com/u/7809297?v=4,,https://api.github.com/users/monticello-railway-museum,https://github.com/monticello-railway-museum,https://api.github.com/users/monticello-railway-museum/followers,https://api.github.com/users/monticello-railway-museum/following{/other_user},https://api.github.com/users/monticello-railway-museum/gists{/gist_id},https://api.github.com/users/monticello-railway-museum/starred{/owner}{/repo},https://api.github.com/users/monticello-railway-museum/subscriptions,https://api.github.com/users/monticello-railway-museum/orgs,https://api.github.com/users/monticello-railway-museum/repos,https://api.github.com/users/monticello-railway-museum/events{/privacy},https://api.github.com/users/monticello-railway-museum/received_events,Organization,false,Monticello Railway Museum,,http://www.mrym.org/,"Monticello, IL",,,"An all-volunteer organization in central Illinois with an operational railroad, yard, and museum exhibits open to the public.",2,0,0,0,2014-06-05T20:12:50Z,2018-09-24T15:57:22Z
MortonArb-ForestEcology,25643115,MDEyOk9yZ2FuaXphdGlvbjI1NjQzMTE1,https://avatars0.githubusercontent.com/u/25643115?v=4,,https://api.github.com/users/MortonArb-ForestEcology,https://github.com/MortonArb-ForestEcology,https://api.github.com/users/MortonArb-ForestEcology/followers,https://api.github.com/users/MortonArb-ForestEcology/following{/other_user},https://api.github.com/users/MortonArb-ForestEcology/gists{/gist_id},https://api.github.com/users/MortonArb-ForestEcology/starred{/owner}{/repo},https://api.github.com/users/MortonArb-ForestEcology/subscriptions,https://api.github.com/users/MortonArb-ForestEcology/orgs,https://api.github.com/users/MortonArb-ForestEcology/repos,https://api.github.com/users/MortonArb-ForestEcology/events{/privacy},https://api.github.com/users/MortonArb-ForestEcology/received_events,Organization,false,"Morton Arboretum, Forest Ecology",,http://www.mortonarb.org,"Lisle, IL",crollinson@mortonarb.org,,Repository for analyses and tools developed by the Forest Ecology lab at the Morton Arboretum's Center for Tree Science,20,0,0,0,2017-02-08T16:49:51Z,2018-08-09T01:51:29Z
Museum-of-Art-and-Digital-Entertainment,16657384,MDEyOk9yZ2FuaXphdGlvbjE2NjU3Mzg0,https://avatars1.githubusercontent.com/u/16657384?v=4,,https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment,https://github.com/Museum-of-Art-and-Digital-Entertainment,https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/followers,https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/following{/other_user},https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/gists{/gist_id},https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/starred{/owner}{/repo},https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/subscriptions,https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/orgs,https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/repos,https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/events{/privacy},https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/received_events,Organization,false,Museum of Art and Digital Entertainment,,http://www.themade.org,"3400 Broadway, Oakland CA 94611",alex@themade.org,,"A 501c3 non-profit dedicated to preserving our videogame heritage, and teaching the public how games are made.",4,0,0,0,2016-01-12T00:01:30Z,2016-01-17T05:55:39Z
mcasd,20914447,MDEyOk9yZ2FuaXphdGlvbjIwOTE0NDQ3,https://avatars1.githubusercontent.com/u/20914447?v=4,,https://api.github.com/users/mcasd,https://github.com/mcasd,https://api.github.com/users/mcasd/followers,https://api.github.com/users/mcasd/following{/other_user},https://api.github.com/users/mcasd/gists{/gist_id},https://api.github.com/users/mcasd/starred{/owner}{/repo},https://api.github.com/users/mcasd/subscriptions,https://api.github.com/users/mcasd/orgs,https://api.github.com/users/mcasd/repos,https://api.github.com/users/mcasd/events{/privacy},https://api.github.com/users/mcasd/received_events,Organization,false,Museum of Contemporary Art San Diego,,http://www.mcasd.org/,,,,,0,0,0,0,2016-08-08T21:39:55Z,2016-08-08T21:41:51Z
mfaweb,16326834,MDEyOk9yZ2FuaXphdGlvbjE2MzI2ODM0,https://avatars3.githubusercontent.com/u/16326834?v=4,,https://api.github.com/users/mfaweb,https://github.com/mfaweb,https://api.github.com/users/mfaweb/followers,https://api.github.com/users/mfaweb/following{/other_user},https://api.github.com/users/mfaweb/gists{/gist_id},https://api.github.com/users/mfaweb/starred{/owner}{/repo},https://api.github.com/users/mfaweb/subscriptions,https://api.github.com/users/mfaweb/orgs,https://api.github.com/users/mfaweb/repos,https://api.github.com/users/mfaweb/events{/privacy},https://api.github.com/users/mfaweb/received_events,Organization,false,Museum of Fine Arts Boston,,http://www.mfa.org,"Boston, MA",,,art museum,0,0,0,0,2015-12-16T20:09:38Z,2018-09-19T15:19:30Z
mfahouston,29610914,MDEyOk9yZ2FuaXphdGlvbjI5NjEwOTE0,https://avatars0.githubusercontent.com/u/29610914?v=4,,https://api.github.com/users/mfahouston,https://github.com/mfahouston,https://api.github.com/users/mfahouston/followers,https://api.github.com/users/mfahouston/following{/other_user},https://api.github.com/users/mfahouston/gists{/gist_id},https://api.github.com/users/mfahouston/starred{/owner}{/repo},https://api.github.com/users/mfahouston/subscriptions,https://api.github.com/users/mfahouston/orgs,https://api.github.com/users/mfahouston/repos,https://api.github.com/users/mfahouston/events{/privacy},https://api.github.com/users/mfahouston/received_events,Organization,false,"The Museum of Fine Arts, Houston",,https://www.mfah.org,"Houston, Texas, United States",,,,5,0,0,0,2017-06-21T18:16:24Z,2017-06-21T18:46:29Z
mjh-nyc,28905593,MDEyOk9yZ2FuaXphdGlvbjI4OTA1NTkz,https://avatars3.githubusercontent.com/u/28905593?v=4,,https://api.github.com/users/mjh-nyc,https://github.com/mjh-nyc,https://api.github.com/users/mjh-nyc/followers,https://api.github.com/users/mjh-nyc/following{/other_user},https://api.github.com/users/mjh-nyc/gists{/gist_id},https://api.github.com/users/mjh-nyc/starred{/owner}{/repo},https://api.github.com/users/mjh-nyc/subscriptions,https://api.github.com/users/mjh-nyc/orgs,https://api.github.com/users/mjh-nyc/repos,https://api.github.com/users/mjh-nyc/events{/privacy},https://api.github.com/users/mjh-nyc/received_events,Organization,false,Museum of Jewish Heritage—A Living Memorial to the Holocaust,,http://www.mjhnyc.org/,New York City,,,"Created as a living memorial to those who perished during the Holocaust, the Museum honors those who died by celebrating their lives.",2,0,0,0,2017-05-23T18:55:10Z,2017-05-23T19:27:17Z
lifeandscience,768026,MDEyOk9yZ2FuaXphdGlvbjc2ODAyNg==,https://avatars2.githubusercontent.com/u/768026?v=4,,https://api.github.com/users/lifeandscience,https://github.com/lifeandscience,https://api.github.com/users/lifeandscience/followers,https://api.github.com/users/lifeandscience/following{/other_user},https://api.github.com/users/lifeandscience/gists{/gist_id},https://api.github.com/users/lifeandscience/starred{/owner}{/repo},https://api.github.com/users/lifeandscience/subscriptions,https://api.github.com/users/lifeandscience/orgs,https://api.github.com/users/lifeandscience/repos,https://api.github.com/users/lifeandscience/events{/privacy},https://api.github.com/users/lifeandscience/received_events,Organization,false,Museum of Life and Science,,http://lifeandscience.org,"Durham, NC",,,,15,0,0,0,2011-05-04T14:32:09Z,2018-09-24T15:04:37Z
MuseumofModernArt,12055897,MDEyOk9yZ2FuaXphdGlvbjEyMDU1ODk3,https://avatars2.githubusercontent.com/u/12055897?v=4,,https://api.github.com/users/MuseumofModernArt,https://github.com/MuseumofModernArt,https://api.github.com/users/MuseumofModernArt/followers,https://api.github.com/users/MuseumofModernArt/following{/other_user},https://api.github.com/users/MuseumofModernArt/gists{/gist_id},https://api.github.com/users/MuseumofModernArt/starred{/owner}{/repo},https://api.github.com/users/MuseumofModernArt/subscriptions,https://api.github.com/users/MuseumofModernArt/orgs,https://api.github.com/users/MuseumofModernArt/repos,https://api.github.com/users/MuseumofModernArt/events{/privacy},https://api.github.com/users/MuseumofModernArt/received_events,Organization,false,MoMA,,http://www.moma.org,"11 West 53rd Street, New York, NY 10019",,,,6,0,0,0,2015-04-21T18:55:45Z,2018-08-07T20:06:51Z
mosboston,1612715,MDEyOk9yZ2FuaXphdGlvbjE2MTI3MTU=,https://avatars1.githubusercontent.com/u/1612715?v=4,,https://api.github.com/users/mosboston,https://github.com/mosboston,https://api.github.com/users/mosboston/followers,https://api.github.com/users/mosboston/following{/other_user},https://api.github.com/users/mosboston/gists{/gist_id},https://api.github.com/users/mosboston/starred{/owner}{/repo},https://api.github.com/users/mosboston/subscriptions,https://api.github.com/users/mosboston/orgs,https://api.github.com/users/mosboston/repos,https://api.github.com/users/mosboston/events{/privacy},https://api.github.com/users/mosboston/received_events,Organization,false,"Museum of Science, Boston",,http://www.mos.org/,"Boston, MA",,,,14,0,0,0,2012-04-04T17:40:09Z,2018-09-24T15:11:31Z
museum-of-vertebrate-zoology,5348713,MDEyOk9yZ2FuaXphdGlvbjUzNDg3MTM=,https://avatars0.githubusercontent.com/u/5348713?v=4,,https://api.github.com/users/museum-of-vertebrate-zoology,https://github.com/museum-of-vertebrate-zoology,https://api.github.com/users/museum-of-vertebrate-zoology/followers,https://api.github.com/users/museum-of-vertebrate-zoology/following{/other_user},https://api.github.com/users/museum-of-vertebrate-zoology/gists{/gist_id},https://api.github.com/users/museum-of-vertebrate-zoology/starred{/owner}{/repo},https://api.github.com/users/museum-of-vertebrate-zoology/subscriptions,https://api.github.com/users/museum-of-vertebrate-zoology/orgs,https://api.github.com/users/museum-of-vertebrate-zoology/repos,https://api.github.com/users/museum-of-vertebrate-zoology/events{/privacy},https://api.github.com/users/museum-of-vertebrate-zoology/received_events,Organization,false,Museum of Vertebrate Zoology,,http://mvz.berkeley.edu,"Berkeley, CA, USA",mvzdata@berkeley.edu,,,9,0,0,0,2013-08-30T18:02:08Z,2018-09-24T15:33:49Z
NationalGalleryOfArt,39136389,MDEyOk9yZ2FuaXphdGlvbjM5MTM2Mzg5,https://avatars0.githubusercontent.com/u/39136389?v=4,,https://api.github.com/users/NationalGalleryOfArt,https://github.com/NationalGalleryOfArt,https://api.github.com/users/NationalGalleryOfArt/followers,https://api.github.com/users/NationalGalleryOfArt/following{/other_user},https://api.github.com/users/NationalGalleryOfArt/gists{/gist_id},https://api.github.com/users/NationalGalleryOfArt/starred{/owner}{/repo},https://api.github.com/users/NationalGalleryOfArt/subscriptions,https://api.github.com/users/NationalGalleryOfArt/orgs,https://api.github.com/users/NationalGalleryOfArt/repos,https://api.github.com/users/NationalGalleryOfArt/events{/privacy},https://api.github.com/users/NationalGalleryOfArt/received_events,Organization,false,NationalGalleryOfArt,,,,,,,3,0,0,0,2018-05-09T19:29:50Z,2018-08-07T12:41:09Z
nationalveteransartmuseum,30322298,MDQ6VXNlcjMwMzIyMjk4,https://avatars0.githubusercontent.com/u/30322298?v=4,,https://api.github.com/users/nationalveteransartmuseum,https://github.com/nationalveteransartmuseum,https://api.github.com/users/nationalveteransartmuseum/followers,https://api.github.com/users/nationalveteransartmuseum/following{/other_user},https://api.github.com/users/nationalveteransartmuseum/gists{/gist_id},https://api.github.com/users/nationalveteransartmuseum/starred{/owner}{/repo},https://api.github.com/users/nationalveteransartmuseum/subscriptions,https://api.github.com/users/nationalveteransartmuseum/orgs,https://api.github.com/users/nationalveteransartmuseum/repos,https://api.github.com/users/nationalveteransartmuseum/events{/privacy},https://api.github.com/users/nationalveteransartmuseum/received_events,User,false,National Veterans Art Museum,,www.nvam.org,"4041 N Milwaukee Ave, Chicago, IL 60641",,,,0,0,0,0,2017-07-20T15:32:47Z,2017-08-08T20:38:39Z
NYSMuseum,17047766,MDQ6VXNlcjE3MDQ3NzY2,https://avatars2.githubusercontent.com/u/17047766?v=4,,https://api.github.com/users/NYSMuseum,https://github.com/NYSMuseum,https://api.github.com/users/NYSMuseum/followers,https://api.github.com/users/NYSMuseum/following{/other_user},https://api.github.com/users/NYSMuseum/gists{/gist_id},https://api.github.com/users/NYSMuseum/starred{/owner}{/repo},https://api.github.com/users/NYSMuseum/subscriptions,https://api.github.com/users/NYSMuseum/orgs,https://api.github.com/users/NYSMuseum/repos,https://api.github.com/users/NYSMuseum/events{/privacy},https://api.github.com/users/NYSMuseum/received_events,User,false,New York State Museum,New York State Museum,,,,,,2,0,3,1,2016-02-03T14:46:45Z,2018-04-30T17:35:53Z
IMAmuseum,963445,MDEyOk9yZ2FuaXphdGlvbjk2MzQ0NQ==,https://avatars1.githubusercontent.com/u/963445?v=4,,https://api.github.com/users/IMAmuseum,https://github.com/IMAmuseum,https://api.github.com/users/IMAmuseum/followers,https://api.github.com/users/IMAmuseum/following{/other_user},https://api.github.com/users/IMAmuseum/gists{/gist_id},https://api.github.com/users/IMAmuseum/starred{/owner}{/repo},https://api.github.com/users/IMAmuseum/subscriptions,https://api.github.com/users/IMAmuseum/orgs,https://api.github.com/users/IMAmuseum/repos,https://api.github.com/users/IMAmuseum/events{/privacy},https://api.github.com/users/IMAmuseum/received_events,Organization,false,Newfields Lab,,https://discovernewfields.org,"Indianapolis, IN",newfieldslab@discovernewfields.org,,A Place for Nature & the Arts,40,0,0,0,2011-08-06T18:52:50Z,2018-07-23T19:02:51Z
pmns,19540624,MDEyOk9yZ2FuaXphdGlvbjE5NTQwNjI0,https://avatars3.githubusercontent.com/u/19540624?v=4,,https://api.github.com/users/pmns,https://github.com/pmns,https://api.github.com/users/pmns/followers,https://api.github.com/users/pmns/following{/other_user},https://api.github.com/users/pmns/gists{/gist_id},https://api.github.com/users/pmns/starred{/owner}{/repo},https://api.github.com/users/pmns/subscriptions,https://api.github.com/users/pmns/orgs,https://api.github.com/users/pmns/repos,https://api.github.com/users/pmns/events{/privacy},https://api.github.com/users/pmns/received_events,Organization,false,Perot Museum of Nature and Science,,http://www.perotmuseum.org,"Dallas, Texas",,,,1,0,0,0,2016-05-23T21:59:49Z,2018-09-17T15:56:24Z
philamuseum,17747056,MDEyOk9yZ2FuaXphdGlvbjE3NzQ3MDU2,https://avatars3.githubusercontent.com/u/17747056?v=4,,https://api.github.com/users/philamuseum,https://github.com/philamuseum,https://api.github.com/users/philamuseum/followers,https://api.github.com/users/philamuseum/following{/other_user},https://api.github.com/users/philamuseum/gists{/gist_id},https://api.github.com/users/philamuseum/starred{/owner}{/repo},https://api.github.com/users/philamuseum/subscriptions,https://api.github.com/users/philamuseum/orgs,https://api.github.com/users/philamuseum/repos,https://api.github.com/users/philamuseum/events{/privacy},https://api.github.com/users/philamuseum/received_events,Organization,false,Philadelphia Museum of Art,,http://www.philamuseum.org,"Philadelphia, PA",,,,7,0,0,0,2016-03-09T15:38:07Z,2016-03-09T15:41:18Z
PortlandArtMuseum,13209248,MDEyOk9yZ2FuaXphdGlvbjEzMjA5MjQ4,https://avatars2.githubusercontent.com/u/13209248?v=4,,https://api.github.com/users/PortlandArtMuseum,https://github.com/PortlandArtMuseum,https://api.github.com/users/PortlandArtMuseum/followers,https://api.github.com/users/PortlandArtMuseum/following{/other_user},https://api.github.com/users/PortlandArtMuseum/gists{/gist_id},https://api.github.com/users/PortlandArtMuseum/starred{/owner}{/repo},https://api.github.com/users/PortlandArtMuseum/subscriptions,https://api.github.com/users/PortlandArtMuseum/orgs,https://api.github.com/users/PortlandArtMuseum/repos,https://api.github.com/users/PortlandArtMuseum/events{/privacy},https://api.github.com/users/PortlandArtMuseum/received_events,Organization,false,Portland Art Museum,,http://portlandartmuseum.org,"Portland, Oregon",pamwebadmin@pam.org,,,3,0,0,0,2015-07-06T22:48:19Z,2018-09-07T15:06:26Z
Princeton-University-Art-Museum,33879115,MDEyOk9yZ2FuaXphdGlvbjMzODc5MTE1,https://avatars2.githubusercontent.com/u/33879115?v=4,,https://api.github.com/users/Princeton-University-Art-Museum,https://github.com/Princeton-University-Art-Museum,https://api.github.com/users/Princeton-University-Art-Museum/followers,https://api.github.com/users/Princeton-University-Art-Museum/following{/other_user},https://api.github.com/users/Princeton-University-Art-Museum/gists{/gist_id},https://api.github.com/users/Princeton-University-Art-Museum/starred{/owner}{/repo},https://api.github.com/users/Princeton-University-Art-Museum/subscriptions,https://api.github.com/users/Princeton-University-Art-Museum/orgs,https://api.github.com/users/Princeton-University-Art-Museum/repos,https://api.github.com/users/Princeton-University-Art-Museum/events{/privacy},https://api.github.com/users/Princeton-University-Art-Museum/received_events,Organization,false,Princeton University Art Museum,,http://artmuseum.princeton.edu,"Princeton, NJ",,,,2,0,0,0,2017-11-21T20:25:52Z,2017-11-21T20:31:03Z
